Country_Name,Country Code,Series_Name,Series Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,AUS,Energy use (kg of oil equivalent per capita),EUPC,5393.580635,5469.599989,5553.653466,5610.344711,5644.064951,5446.973214,5569.640992,5568.764941,5598.088178,5564.087169,5709.344668,5868.347097,5964.665776,5862.551944,5793.116026,5745.23219,5575.287093,5468.391369,5334.681679,5483.816402,,,
Australia,AUS,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,4.071183233,4.191307382,4.352408255,4.503175056,4.663561933,5.025444158,5.156210448,5.339553957,5.592661196,5.854521732,6.005744211,6.227458153,6.280202288,6.874268396,6.784145345,7.304379881,7.681539778,8.394067808,8.787819683,8.440897924,,,
Australia,AUS,Total natural resources rents (% of GDP),NRPGDP,2.216987512,1.935155611,1.9030443,1.977229298,3.231431062,3.471162582,3.11354299,2.94637291,3.883173717,5.386166868,6.675721816,8.39559197,10.48512567,6.775935217,9.791839422,10.73234389,7.600251601,7.677282212,7.323028681,5.261460802,6.120822107,7.159503807,7.502275241
Brazil,BRA,CO2 emissions (metric tons per capita),CO2PC,1.729996821,1.797434636,1.839317927,1.85802905,1.876441307,1.90429564,1.850682075,1.769005571,1.835946431,1.865977058,1.847654542,1.910334175,2.018593476,1.893620024,2.144736395,2.224711944,2.358548364,2.505408788,2.631289885,2.466788048,2.242393446,,
Brazil,BRA,CO2 emissions (kt),CO2T,284782.887,300547.32,312289.054,320173.104,327983.814,337433.673,332266.87,321621.569,337826.042,347308.904,347668.27,363212.683,387631.236,367147.374,419754.156,439412.943,470028.726,503677.118,533530.165,504388.516,462298.69,,
Brazil,BRA,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1613760.437,1647413.793,2263725.63,1595863.26,1222630.43,1277451.88,1591827.05,1624554.7,1967427.39,2386439.68,1621079.23,2703498.56,1532859.83,1211969.408,2902242.618,2953040.519,2989417.957,,,,,,
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,20.73728423,28.57825261,28.57825261
Brazil,BRA,Access to electricity (% of population),ATEP,92.867095,93.354139,94.193812,94.76296,94.41277313,96.016528,96.652996,96.980098,96.765107,97.093513,97.594314,98.125382,98.526625,98.856938,98.97673798,99.328691,99.519494,99.575151,99.650247,99.710902,99.7,100,100
Brazil,BRA,Energy use (kg of oil equivalent per capita),EUPC,1030.668035,1066.18699,1075.1991,1083.403978,1072.379538,1076.275474,1090.349867,1094.42467,1141.491098,1156.907568,1184.145102,1238.411641,1294.480833,1240.177285,1358.502416,1367.188098,1413.733357,1461.076781,1495.541207,,,,
Brazil,BRA,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,8.041560104,8.049308258,7.976079508,7.948928012,8.449234698,8.604456929,8.775223568,8.893961445,9.150614079,9.498562367,9.831940296,10.13389051,10.28424916,10.69937237,10.52596707,11.00072346,10.64294749,10.66934087,10.51028589,,,,
Brazil,BRA,Total natural resources rents (% of GDP),NRPGDP,1.278949737,1.209718314,1.218039709,2.05616217,2.606396246,2.657615559,3.352097122,3.663816595,3.876119689,4.909730689,5.045937306,5.76356918,6.181136452,3.262975028,4.56479676,5.084402304,4.700563101,4.57590487,4.101269006,3.149904211,3.020887481,3.429224352,4.640647567
China,CHN,CO2 emissions (metric tons per capita),CO2PC,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,3.007083197,3.524074093,4.037990651,4.523178064,4.980314197,5.082123622,5.701915025,5.677170257,6.560520007,7.241515419,7.424750916,7.557211045,7.543907641,7.398524566,7.175809897,,
China,CHN,CO2 emissions (kt),CO2T,3463089.131,3469510.048,3324344.519,3318055.614,3405179.867,3487566.356,3850269.326,4540417.061,5233538.733,5896957.705,6529291.518,6697654.489,7553070.247,7557789.676,8776040.416,9733538.12,10028573.94,10258007.13,10291926.88,10145004.86,9893037.952,,
China,CHN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,5181880.514,5113706.854,5141402.7,5079293.7,5082325.6,5145521.55,5474914.9,6226962.5,7116642.4,7803535.6,8573395.4,9124046.5,10022024.8,10617264.9,11183810.6,12064260,12454710.61,,,,,,
China,CHN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,15.93928031,14.58764165,14.58764165
China,CHN,Access to electricity (% of population),ATEP,,,,,96.90710449,97.21813965,97.51490021,97.79290009,98.04767609,98.2774353,98.49108124,98.70021057,98.91639709,99.15122223,99.7,99.87438202,99.9748764,100,100,100,100,100,100
China,CHN,Energy use (kg of oil equivalent per capita),EUPC,881.6537374,871.7563238,869.3586073,878.5245355,898.9873131,928.8114337,984.8107146,1118.431773,1268.132904,1393.691324,1515.173678,1630.171029,1672.90412,1778.433519,1954.722556,2086.486904,2155.164788,2213.759327,2236.729908,,,,
China,CHN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,2.340053514,2.603022587,2.819495641,3.020944229,3.248723033,3.456039923,3.589369081,3.520387181,3.49007125,3.626302117,3.852082123,4.177846239,4.527590293,4.671442273,4.734055561,4.936465537,5.195703363,5.386200964,5.610767661,,,,
China,CHN,Total natural resources rents (% of GDP),NRPGDP,2.820469033,2.238345441,1.387346922,1.484223396,2.522631924,2.54492948,1.889533273,2.092796806,4.859027589,5.205681936,5.709549616,6.478898047,9.90851888,4.069690402,6.377627915,8.006548671,4.161027487,3.092712802,2.446252776,1.357421916,1.256267682,1.475589615,1.584155062
France,FRA,CO2 emissions (metric tons per capita),CO2PC,6.280953607,5.862811599,6.271267469,6.098157837,5.946665463,6.153060599,6.068664472,6.115998108,6.120078568,6.099598855,5.906266386,5.76638535,5.690501857,5.438357063,5.428980862,5.077911102,5.075062341,5.062171964,4.573459729,,,,
France,FRA,CO2 emissions (kt),CO2T,375306.449,351562.624,377444.31,368918.535,362226.26,377535.985,375075.428,380689.605,383758.884,385368.697,375764.824,369142.222,366325.966,351899.988,353033.091,331804.828,333227.624,334096.703,303275.568,,,,
France,FRA,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,572529.08,565220.99,577851.541,563699.027,559922.199,565204.3298,557850.1275,564607.176,560648.8432,557130.1263,547361.3761,540947.1359,544424.0617,527525.7765,532133.0404,502656.655,499146.6345,,,,,,
France,FRA,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,26.08071835,33.20749968,33.20749968
France,FRA,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Energy use (kg of oil equivalent per capita),EUPC,4191.923833,4049.232508,4151.627195,4123.526271,4135.477644,4246.004942,4225.467969,4270.949456,4301.737225,4287.157413,4188.84293,4115.527368,4110.585659,3913.457639,4016.847947,3847.072729,3836.656592,3833.534143,3659.087795,3692.017833,,,
France,FRA,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,5.082690302,5.491405124,5.626348103,5.894833011,6.311718051,6.477132033,6.750467863,6.589550727,6.7499217,7.113939694,7.740830074,8.280817812,8.537776821,8.867758115,8.944902512,9.732240918,9.820822083,10.3100305,10.97104773,11.06440955,,,
France,FRA,Total natural resources rents (% of GDP),NRPGDP,0.069647767,0.060791858,0.045069972,0.044860311,0.069931278,0.063387966,0.057381428,0.051815231,0.04096569,0.041817203,0.048665214,0.051641972,0.055656559,0.051827678,0.056534285,0.055398876,0.050302846,0.048124804,0.048966802,0.041556398,0.039720057,0.037305153,0.03837135
Germany,DEU,CO2 emissions (metric tons per capita),CO2PC,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.0586725,9.971664889,9.888594551,9.673397699,9.914503042,9.496553659,9.490868973,8.797641866,9.267661332,9.091375416,9.177915792,9.398671707,8.895302257,8.900419299,8.840128794,,
Germany,DEU,CO2 emissions (kt),CO2T,889614.2,862276.715,855364.42,822460.429,829977.779,853662.932,829724.756,823003.145,815969.839,797759.517,816721.574,781247.016,779296.172,720547.165,757880.892,729810.007,738141.431,757961.566,720363.815,727045.089,727972.84,,
Germany,DEU,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1153137.92,1122917.37,1060398.257,1020391.257,1016295.545,1025983.5,1007404.927,1017485.978,1016628.79,981287.6843,994686.0458,972896.2254,992116.3026,950463.4086,948006.7542,929540.2634,951716.7111,,,,,,
Germany,DEU,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,38.72689503,38.78740347,38.78740347
Germany,DEU,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,Energy use (kg of oil equivalent per capita),EUPC,4246.553191,4203.357367,4177.294129,4079.933344,4094.06036,4209.796087,4108.401299,4084.503346,4114.389928,4086.503407,4204.654689,3985.811955,4036.830781,3790.501152,3997.079421,3869.816229,3876.948104,3939.529563,3779.461921,3817.549415,,,
Germany,DEU,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,5.656197499,5.843930679,6.067095908,6.444029561,6.646426742,6.741611938,7.102187772,7.314800318,7.609356951,7.780269057,8.113536964,9.0931185,9.364372569,9.719800819,9.752727479,10.99316571,11.18395544,11.42113342,12.43868891,12.47129397,,,
Germany,DEU,Total natural resources rents (% of GDP),NRPGDP,0.076371302,0.072608421,0.055056146,0.048094575,0.100941105,0.143055903,0.111990983,0.103989536,0.147554903,0.148830806,0.173206514,0.178776778,0.30449421,0.161809358,0.190222402,0.229403166,0.16741612,0.124364334,0.099093477,0.078215789,0.065731382,0.073050031,0.081859704
India,IND,CO2 emissions (metric tons per capita),CO2PC,0.898163092,0.916859884,0.918329424,0.959258891,0.976601686,0.968514319,0.964275366,0.989271008,1.021862866,1.06531244,1.118603899,1.189651807,1.306253903,1.427780473,1.393273291,1.468910262,1.590942831,1.585648401,1.723311783,1.784333765,1.817783386,,
India,IND,CO2 emissions (kt),CO2T,882324.204,917685.085,936221.77,995766.516,1031853.463,1041152.975,1054258.833,1099597.621,1154320.262,1222563.132,1303717.509,1407607.286,1568379.567,1738645.711,1719690.988,1836561.945,2013788.055,2030971.617,2232729.957,2337749.17,2407671.526,,
India,IND,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1708836.97,1761537.39,1768965,1956039,1885189,1875600.85,1917294.66,1976449.15,2090334.85,2117460.59,2232760.11,2382011.76,2438714.28,2594639.917,2771456.756,2828845.829,3002894.928,,,,,,
India,IND,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,3.479305985,3.479306895,3.479306895
India,IND,Access to electricity (% of population),ATEP,52.26887131,53.98273468,55.69934082,60.1,59.12545776,55.8,62.3,64.17984009,64.4,67.44343567,67.9,70.6452713,72.25099182,75,76.3,67.6,79.9,80.79154205,83.53472137,88,89.67192078,92.6,95.2358551
India,IND,Energy use (kg of oil equivalent per capita),EUPC,389.426518,397.3781847,399.4988312,414.9624918,417.2875886,416.0144443,421.2704901,424.2943456,439.7030084,449.7658559,466.1382611,485.0996282,501.5596349,544.6265982,561.6534027,577.9940611,599.1544142,605.7921412,636.5701556,,,,
India,IND,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,4.344349106,4.422775943,4.637836832,4.841921106,5.022068756,5.303777712,5.430311467,5.826388486,6.131169426,6.565881229,6.944923862,7.267196618,7.279179991,7.183670703,7.543342952,7.774591654,8.113344834,8.348106945,8.221982286,,,,
India,IND,Total natural resources rents (% of GDP),NRPGDP,2.443386609,2.192545843,1.760478094,1.784731237,2.442021103,2.486473713,2.295373201,2.338733557,3.28031585,3.783263081,4.104824811,4.714531399,7.348158465,3.479525632,4.475318113,5.261092871,3.956419209,3.599661078,2.801732694,1.827964098,1.80731252,2.04390505,2.272636506
Indonesia,IDN,CO2 emissions (metric tons per capita),CO2PC,1.267079215,1.373879011,1.041200125,1.159977954,1.24539825,1.375325404,1.411208735,1.437941508,1.512122784,1.511302112,1.504981339,1.616120599,1.769060263,1.870838684,1.772951392,2.080522126,2.131724694,1.648142071,1.450032294,1.984452414,2.153758127,,
Indonesia,IDN,CO2 emissions (kt),CO2T,253290.691,278658.997,214200.471,241988.997,263418.945,294907.474,306737.216,316792.13,337635.358,341991.754,345119.705,375544.804,416560.199,446420.58,428760.308,509969.69,529632.144,415012.725,369945.295,512749.276,563324.54,,
Indonesia,IDN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1314060.75,5040841.3,1191187.16,668887.6,622464.65,849945.65,1720445.17,888646.15,1060213.55,1171042.59,2381293.72,772946.22,796581.92,1148285.679,744790.0241,763553.1649,780550.764,,,,,,
Indonesia,IDN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,5.063359019,5.268233446,5.268233446
Indonesia,IDN,Access to electricity (% of population),ATEP,72.39,80.3,80.94,83.73,86.3,86.26,87.6,87.94,89.01,85.67686462,90.62,91.1,92.73,93.55,94.15,94.83,96,96.46425831,97.01,97.53736744,97.62,98.14,98.51
Indonesia,IDN,Energy use (kg of oil equivalent per capita),EUPC,678.317834,691.0022868,666.3706447,688.3733896,735.9134207,742.9706995,760.1677157,752.1128926,791.0908132,794.4100006,802.3545286,788.0726283,793.1000329,845.9972119,877.0756528,833.5620289,853.2083446,863.8176284,883.9182941,,,,
Indonesia,IDN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,7.211131833,7.430522354,6.673724969,6.514007223,6.446335345,6.671004865,6.827920843,7.26654769,7.352103445,7.873282464,8.361111398,9.17369521,9.722186048,9.4820026,9.697850473,10.91188576,11.3851127,11.65456911,11.62792985,,,,
Indonesia,IDN,Total natural resources rents (% of GDP),NRPGDP,5.886502351,5.448799819,8.175325762,6.931838191,10.30246462,8.506037745,6.891660258,6.764622714,9.024637901,10.20291558,10.12194426,10.55796872,11.9208943,6.960174785,7.338895822,8.977464317,6.900687233,6.291587756,5.149349386,3.711586976,3.056400863,3.482144897,4.777067222
Italy,ITA,CO2 emissions (metric tons per capita),CO2PC,7.48906561,7.566965198,7.734648761,7.765755082,7.912673166,7.904432663,7.932323042,8.17175128,8.216487201,8.166090128,8.072145596,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,6.205413858,5.732941879,5.270866786,,,,
Italy,ITA,CO2 emissions (kt),CO2T,425830.375,430487.465,440153.677,441998.178,450564.29,450347.937,452610.476,468349.24,473970.751,473384.031,469346.664,462676.391,447186.983,401591.505,405361.181,397994.178,369468.585,345317.723,320411.459,,,,
Italy,ITA,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,507338.856,508373.858,519046.022,521472.006,547349.86,543360.171,550782.069,564951.183,562794.853,564114.951,563324.943,547383.143,529283.803,480698.2231,489460.1327,482619.0375,482634.0003,,,,,,
Italy,ITA,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,13.34644424,13.3653061,13.3653061
Italy,ITA,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Italy,ITA,Energy use (kg of oil equivalent per capita),EUPC,2796.154736,2834.402946,2912.947365,2957.311486,3012.195,3020.621195,3037.266965,3168.529021,3169.932642,3214.674121,3175.799871,3149.576553,3087.566331,2869.920712,2930.588524,2828.404891,2709.297728,2579.472543,2414.484002,2481.754645,,,
Italy,ITA,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,8.226398979,8.420654727,8.589260685,8.657319188,8.991513438,9.284799045,9.461327385,9.205165,9.315723281,9.372845684,10.20535907,10.8267844,11.5052658,12.06597697,12.0062208,12.93945399,13.46706802,14.07834218,14.99072841,14.86826479,,,
Italy,ITA,Total natural resources rents (% of GDP),NRPGDP,0.065304319,0.063911985,0.02627459,0.037410811,0.096144477,0.104979124,0.093142222,0.084585523,0.078584275,0.104173054,0.127109204,0.120750646,0.145244288,0.094050503,0.118837965,0.164132264,0.179578411,0.161096797,0.139856958,0.080654206,0.048004994,0.067110227,0.102796819
Japan,JPN,CO2 emissions (metric tons per capita),CO2PC,9.582394674,9.53044157,9.168631432,9.457269768,9.612522307,9.448215888,9.564757134,9.716352722,9.880903296,9.712112911,9.657546162,9.777692627,9.462190352,8.632099729,9.156018256,9.312693499,9.634347264,9.76591055,9.480766374,9.153641422,8.944372824,,
Japan,JPN,CO2 emissions (kt),CO2T,1205053.207,1201378.873,1158915.013,1197583.528,1219281.167,1201331.202,1218980.473,1240953.137,1262394.086,1240945.803,1234755.907,1251554.434,1211756.483,1105314.474,1172611.258,1190469.548,1229622.107,1244616.47,1206674.021,1163803.124,1135886.253,,
Japan,JPN,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,1424112.7,1414397.05,1371363.01,1399008.939,1406194.588,1387952.208,1422453.194,1428102.126,1427399.203,1439905.158,1425898.63,1461356.118,1385164.839,1290243.648,1350427.913,1396767.261,1478858.881,,,,,,
Japan,JPN,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,2.091836213,10.02628871,10.02628871
Japan,JPN,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Japan,JPN,Energy use (kg of oil equivalent per capita),EUPC,4008.476236,4041.16767,3955.627627,4011.224779,4083.831697,4008.268032,3991.977567,3953.184508,4078.210542,4062.979049,4053.883437,4012.654245,3858.434521,3678.511133,3893.266604,3610.812169,3537.36317,3567.629354,3470.763129,3428.557216,,,
Japan,JPN,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,6.115819288,6.222508563,6.338831675,6.313709318,6.571938647,6.85396957,7.054174815,7.316805502,7.441509317,7.793161796,8.162591936,8.598176396,9.018882065,9.025014525,8.986539607,9.907659285,10.51387267,10.92436339,11.28834039,11.78004339,,,
Japan,JPN,Total natural resources rents (% of GDP),NRPGDP,0.017660355,0.015482549,0.013244586,0.010829771,0.011908511,0.011078955,0.011306725,0.012262852,0.011379115,0.014878268,0.01910733,0.02320745,0.025561046,0.021303241,0.020967128,0.023576785,0.023101871,0.026407131,0.030066099,0.031128471,0.026373696,0.030441451,0.030677136
South Korea,KOR,CO2 emissions (metric tons per capita),CO2PC,8.869490025,9.35798162,7.882070871,8.577710247,9.52093176,9.503744234,9.77299975,9.734649494,10.03018386,9.607193744,9.716605676,10.18156704,10.34742286,10.32010949,11.43631663,11.80296873,11.63282456,11.74920084,11.57034541,11.70939764,12.11106978,,
South Korea,KOR,CO2 emissions (kt),CO2T,403780.704,430032.757,364833.497,399864.348,447561.017,450193.923,465631.993,466215.046,482276.506,462918.413,470655.783,495675.724,507589.807,508862.256,566716.515,589400.577,583966.083,592499.192,587156.373,597354.3,620302.386,,
South Korea,KOR,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,487344.746,513934.866,450493.845,489986.3208,512819.936,522374.159,534839.283,546211.1138,562450.9571,561372.5433,565697.2007,575558.3818,594982.1988,594493.2022,628838.7211,650085.5349,668989.6514,,,,,,
South Korea,KOR,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,3.885269528,3.990245738,3.990245738
South Korea,KOR,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
South Korea,KOR,Energy use (kg of oil equivalent per capita),EUPC,3454.854851,3726.157766,3377.635074,3708.705213,4002.671284,4033.318968,4170.476147,4233.487325,4332.667741,4364.219091,4412.527118,4564.98783,4629.777921,4649.765742,5045.487749,5216.587809,5248.519891,5231.67546,5289.275832,5413.347857,,,
South Korea,KOR,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,4.251725468,4.217842799,4.431963165,4.531805175,4.631751066,4.887668804,5.130550324,5.216651119,5.484737568,5.771219786,6.0906301,6.363735617,6.468145557,6.35083272,6.292410838,6.239088624,6.393636571,6.545572714,6.67851305,7.001656167,,,
South Korea,KOR,Total natural resources rents (% of GDP),NRPGDP,0.018243711,0.013329984,0.019878836,0.012094215,0.010986628,0.019018885,0.014270237,0.020712712,0.020931976,0.020607039,0.021326143,0.025471886,0.045852525,0.03659733,0.032087483,0.035008211,0.053327036,0.03024114,0.026543714,0.019820465,0.018938363,0.018462523,0.018916369
Mexico,MEX,CO2 emissions (metric tons per capita),CO2PC,3.719042582,3.908311625,4.050613546,4.016948975,4.028144635,4.117498953,4.075235494,4.270511506,4.2224472,4.399422979,4.455657766,4.401555404,4.451117906,4.232033444,4.069560416,4.187104495,4.232175308,4.126499656,4.000652984,3.963191128,3.943827403,,
Mexico,MEX,CO2 emissions (kt),CO2T,346417.823,369769.279,389087.035,391591.596,398382.88,412977.54,414389.335,440208.682,441308.782,466361.726,479251.231,480520.013,493251.837,475950.931,464308.206,484429.035,496324.783,490340.239,481499.102,482947.567,486405.548,,
Mexico,MEX,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,532804.427,539136.339,692323.18,553847.34,576489.52,547960.58,567679.66,601685.72,567790.06,641308.82,642137.77,646318.66,644167.96,648860.0791,643375.4336,652861.2915,663424.9544,,,,,,
Mexico,MEX,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,6.75214757,19.05623992,19.05623992
Mexico,MEX,Access to electricity (% of population),ATEP,96.093624,96.27970886,96.092755,96.74449921,98.007132,97.18790436,97.897085,97.57417297,98.597701,98.932728,99.11416,98.10450745,98.914037,98.36702728,99.236696,99.1445694,99.111637,99.32017517,99.172928,99,99.5,100,100
Mexico,MEX,Energy use (kg of oil equivalent per capita),EUPC,1445.933668,1498.001977,1516.610708,1537.522483,1516.635855,1548.316139,1534.721851,1603.937485,1599.161247,1685.099674,1698.585358,1662.602596,1621.264979,1599.516696,1531.756941,1587.072002,1634.697432,1616.613604,1561.873458,1537.261324,,,
Mexico,MEX,GDP per unit of energy use (PPP $ per kg of oil equivalent),GDPPUE,6.276973789,6.483363455,6.707829095,6.795883322,7.312113446,7.188369789,7.289579943,7.15891342,7.557562952,7.511506525,8.129222096,8.594998753,9.205664677,9.101652296,9.962821219,10.40926844,10.49914631,10.74709317,11.56098214,11.90526239,,,
Mexico,MEX,Total natural resources rents (% of GDP),NRPGDP,4.058217244,3.144039784,1.63614631,2.293722172,3.530324032,2.537442067,2.686900538,3.546823953,4.485226405,5.914777446,6.337356877,5.820274045,6.749164069,4.148433568,5.141643161,7.138783418,6.808678807,6.007400753,4.98136598,2.567102734,2.349141702,2.897146625,3.47499266
Netherlands,NLD,CO2 emissions (metric tons per capita),CO2PC,11.91512474,11.42454318,11.36201575,11.02273843,10.91567989,11.05686593,11.25877722,11.28284953,11.37929553,11.14759041,11.02471152,10.83085628,10.80059235,10.5260173,11.1556698,10.52558115,10.25164647,10.33210263,10.01385146,10.18257362,10.02797271,,
Netherlands,NLD,CO2 emissions (kt),CO2T,185047.821,178344.545,178465.556,174292.51,173837.802,177420.461,181817.194,183067.641,185275.175,181927.204,180211.048,177427.795,177622.146,173999.15,185355.849,175704.305,171765.947,173625.116,168883.685,172492.013,170779.524,,
Netherlands,NLD,Total greenhouse gas emissions (kt of CO2 equivalent),GHGT,244204.434,235836.236,227061.482,218722.666,220319.9,220252.518,218276.476,221354.464,221355.349,217083.632,211767.903,208848.0425,205061.312,201884.4872,212418.455,200143.5444,195873.7639,,,,,,
Netherlands,NLD,Terrestrial and marine protected areas (% of total territorial area),TPAP,,,,,,,,,,,,,,,,,,,,,17.89245815,21.2099165,21.2099165
Netherlands,NLD,Access to electricity (% of population),ATEP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Netherlands,NLD,Energy use (kg of oil equivalent per capita),EUPC,5014.98883,4835.741945,4842.443938,4730.229683,4739.065925,4839.46553,4873.261626,5020.381932,5085.885701,4989.46793,4925.112417,4908.898261,4848.01369,4722.106039,5025.320916,4636.701904,4646.255241,4600.182976,4325.523712,4233.043857,,,
